HIT ID,Worker ID,Lifetime Approval Rate,Input.Article,Input.English Title1,Input.English Suggestion1,Input.English Title2,Input.English Suggestion2,Input.English Title3,Input.English Suggestion3,Input.English Title4,Input.English Suggestion4,Input.English Title5,Input.English Suggestion5,Input.English Title6,Input.English Suggestion6,Input.Spanish Title1,Input.Spanish Suggestion1,Input.Spanish Title2,Input.Spanish Suggestion2,Input.Spanish Title3,Input.Spanish Suggestion3,Input.Spanish Title4,Input.Spanish Suggestion4,Input.Spanish Title5,Input.Spanish Suggestion5,Input.Spanish Title6,Input.Spanish Suggestion6,English Proficiency,Spanish Proficiency,Option Choice Type.English,Option Choice Type.Spanish,Option Position,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A14M4O5TGDQ7TS,  100% (5/5),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  2.361963190184049,  5,  true,  false,  Spanish-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A18ZSK0RRNIZNJ,  100% (33/33),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  5,  5,  true,  false,  Spanish-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1B9MG0X7SR28,  44% (8/18),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  4.710231940369491,  1.2972900765073812,  true,  false,  Spanish-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1COL5PK8JJX47,  71% (25/35),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  2.9152715773809526,  4.195033482142857,  true,  false,  English-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1D8EU2V0HO0CE,  50% (1/2),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  2.7160493827160495,  2.5617283950617287,  true,  false,  Spanish-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1K3WL00R8O6UZ,  100% (3/3),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  4.8524305555555545,  4.441034226190476,  true,  false,  English-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1KLO6W57V1BDL,  100% (1/1),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  4.939081101190476,  2.34423225308642,  true,  false,  English-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1MHQ3WRIGNR4C,  67% (20/30),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  4.96141975308642,  4.837962962962963,  true,  false,  Spanish-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1MSZWCYL1FBBP,  100% (4/4),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  3.425925925925926,  4.41358024691358,  true,  false,  English-left,,
  306W7JMRYZ3GRFUPQCDX6L4E6LY8BT,  A1NL864FOA9ZAM,  25% (3/12),  https://firebasestorage.googleapis.com/v0/b/tes...,  “THE GIRLS WERE JUST SO YOUNG”: THE HORRORS OF ...,  Locals say Epstein was flying in underage girls...,  Girls who appeared to be 11 to 12 seen with Jef...,  An air traffic controller saw wealthy financier...,  The Myth of the ‘Underage Woman’,  One more shameful truth Jeffrey Epstein symboli...,  Court docs detail Maxwell’s ‘constant’ orgies w...,  Jeffrey Epstein and his alleged madam Ghislaine...,  Netflix are About to Drop a Jeffrey Epstein Doc...,  If anyone was going to get their hands on the s...,  Jeffrey Epstein Accused of Trafficking Girls as...,"  (Bloomberg) -- For years, locals whispered abou...","  Al acelerarse el cambio climático, el mundo est...",  Más incendios devastadores en California. Una s...,"  El cambio climático es peor de lo previsto, seg...",  La temperatura global podría aumentar hasta sie...,  Cambio climático: el preocupante informe cientí...,  El financista multimillonario que apreció muert...,  Little St James: la isla en la que Jeffrey Epst...,"  Supuestamente, Epstein invitaba a sus amigos po...",  Nuevo video muestra en más detalle la isla priv...,  Se lanzó un nuevo video online que muestra la r...,"  Jeffrey Epstein, al descubierto: su fortuna, su...",  Nuevo rico y hecho a sí mismo a base de delitos...,  4.129464285714286,  1.041666666666667,  true,  false,  Spanish-left,,
